text,rating,polarity_score,polarity
good work for,5,5,positive
,4,0,neutral
tolong ketat lowong karna lowong garuda indonesia kedok tipu travel permata terimakasih,1,8,positive
,2,0,neutral
easy meet,4,0,neutral
profesi pekjerja tukang renovasi pergudangantapi tawar pabrik operator pertanyaanya lihat neg status propesii,3,1,positive
aoa,5,0,neutral
helpfully,5,0,neutral
mantap linked,4,5,positive
bantu,4,3,positive
jual viagra asli jakarta,5,3,positive
moga tingkat lg,5,2,positive
n,4,0,neutral
awesomeness,5,0,neutral
matap,5,0,neutral
terima jadi portal menghubukan orangorang profesional,4,3,positive
nama arinusx bhbol,5,0,neutral
wardah,5,0,neutral
moga membrikan baik trima,5,5,positive
bom manfaat bah,2,3,positive
easy reach,5,0,neutral
i can not,1,0,neutral
nonaktif gimana ngebalikinnya sungguh terrrweeluuu,1,4,positive
up date info new job,5,-3,negative
bagus batu,5,4,positive
bagus kalang,4,2,positive
some issue,1,0,neutral
durung fhm,3,0,neutral
cari kerja teman,4,-1,negative
butuh mobil rental bus medan solusi,5,-1,negative
mnatap,5,0,neutral
,5,0,neutral
mudah cari nafkah,5,4,positive
mantul,5,0,neutral
suka sharing nambah wawas sgt ok,5,10,positive
terkadang ak senyum dengar kataorang acar bela salah ak santai bela neg lurus pasal pasal tuduh,5,1,positive
okmantaf,5,0,neutral
oke joss,5,2,positive
aplikaai bayar,3,1,positive
ape ni woyyy,1,0,neutral
kusuttt galou,5,0,neutral
alhamdulillah sukses,5,8,positive
perfec,5,0,neutral
klo emang entar kasih neg ok,4,6,positive
ok bagus,3,6,positive
badu,5,0,neutral
bantu peluang peluang bisnis dunia digital,4,7,positive
oke good application and profesional for job,5,7,positive
linkedln info lowong baik alam temu info batas neg wawas luas sempat ubah thanks linkedln,4,4,positive
,5,0,neutral
paham neg,3,0,neutral
reting,5,0,neutral
lihat ulas,3,3,positive
,3,0,neutral
terima aplikasi bantu,5,1,positive
untung cari kerja,5,2,positive
gimana lamar kerja ngak ngerti ikut tolong tau karna blum paham,2,-1,negative
z x,3,0,neutral
lamar kerja babi anjing kode verifikasi bisa neg konek babi android,1,-13,negative
single,3,3,positive
,2,0,neutral
verygood,5,0,neutral
bagusuntuk bangun komonikasi orangorang,5,0,neutral
calo tipu anjing,3,-4,negative
waw,5,0,neutral
hilang,1,3,positive
susah,2,-3,negative
sabgat bantu,5,3,positive
utama alam,5,2,positive
teman lowong pttji alamat kantor daerah klender jakarta timur play tipu salah korban,1,-8,negative
sembah allah swt tuhan alam,5,8,positive
bagus suka,5,5,positive
always good,5,5,positive
mohon tolong ultras singamania pssi sian,5,2,positive
,5,0,neutral
bicara terimakasih,1,5,positive
linkadinfations,4,0,neutral
moga gabung cepat kerja,1,1,positive
linkedln bermafaat,4,0,neutral
masjun diesel,5,0,neutral
bagus asyik,5,2,positive
bagus penuh,4,2,positive
gmna hapus android,1,-3,negative
be good,5,5,positive
,5,0,neutral
siipp,4,0,neutral
trimakasih linkdlnhidup warna,5,4,positive
buka,3,3,positive
matsari sus,5,0,neutral
,4,0,neutral
bantu,4,3,positive
weell its okeaauuuu,4,0,neutral
good,5,5,positive
gamblang baca,5,6,positive
mudah accesnya,2,4,positive
working,5,0,neutral
sales manager,5,0,neutral
lumayan mmbantu,5,1,positive
bantu,5,3,positive
lulus magister hukum mh universitas bangun panca budi medan milik alam kerja thn sbg branch manager usaha konstruksi pimpin cabang samping jg advokat legal,5,10,positive
oke sip,3,2,positive
nggak kirim pesan pribadi,1,5,positive
mudah an kerja amiin,4,6,positive
nice,5,4,positive
tingkat fiturnya,5,1,positive
bantu,5,3,positive
kog pas masukin no hp bisa neg mulusya pakai nomor bisaudh neg sya trus mlh no hp sya bisa neg smua,1,3,positive
buka ngeclose,1,3,positive
terima linkedln,5,2,positive
good apps can find people a have skills and job vacancy,5,5,positive
beluk dapet kerja,5,4,positive
mntep,5,0,neutral
guna gimana erti neg perlu cari butuh open bo vcs butuh dana bantu mantab,3,-4,negative
info lowong kerja di neg serta pt alamat nomer wa tolong tindak lanjut karna tipu ujung uangpemerasan terimakasih,4,8,positive
mantaaaap,5,0,neutral
suka,5,3,positive
dzz,3,0,neutral
super,5,3,positive
menggumpulkan informasi putar dunia kerja didik top markotop,5,13,positive
impormasi berita usaha dunia,5,-2,negative
knapa bisa neg uninstal bahaya jngan nge hack,1,-9,negative
ratna,5,2,positive
klo bagus ta tambai,3,-1,negative
,1,0,neutral
gabisa msuk ssah,1,0,neutral
good program make effetive systeme actually,5,5,positive
manfaat,3,5,positive
karna msuk,3,0,neutral
speed q,5,0,neutral
,3,0,neutral
diswansah taoiwan tao,5,0,neutral
bantu hubung karir dunia,5,5,positive
,3,0,neutral
okebanget,5,0,neutral
anjirrr,1,0,neutral
gimana ngerjain cok,5,-2,negative
pas,4,3,positive
joint,5,0,neutral
nice application,5,4,positive
guru hidup penuh suka duka hadap semangat penuh abdi harap rido allah swt,5,24,positive
a professional network,5,0,neutral
midah,5,0,neutral
,5,0,neutral
bantu info loker,3,0,neutral
muhammad faisal aceh pidie,1,0,neutral
susah daftar rumit gagal daftar guna,1,-9,negative
aj,3,0,neutral
jos,2,0,neutral
cari kerja anak makan neg rumput,5,0,neutral
ok joos,5,4,positive
,3,0,neutral
manfaat,5,5,positive
bagus banget apl,5,3,positive
bagus jalin kerja dg rekan,5,8,positive
oke oce,5,2,positive
okedeg,5,0,neutral
good jop,4,5,positive
bagus,4,2,positive
ok mantaplh,5,4,positive
the apps very useful for making connection,5,0,neutral
mantap selektif pilih mem teman,5,0,neutral
paham,3,0,neutral
sngat bantu,5,3,positive
ora nggo cilik,1,-3,negative
kecewa nonaktif,1,0,neutral
utimarkus,5,0,neutral
oke,4,2,positive
kagum,5,3,positive
mantp bantu,5,3,positive
okeh,5,0,neutral
good aps,5,5,positive
dear developer bisa neg uninstall guna neg hp,1,3,positive
bagus seh tp banyak cmn jambu loker manfaat jahat,5,6,positive
foto camera video wacth,4,3,positive
harap kembang harap tambah fitur cari magang murid sma derajat sekian terima,4,19,positive
filim,5,0,neutral
good apl,4,5,positive
tolong bantu password wechat id sweetqu lupa password,5,7,positive
jobs,5,0,neutral
linkeind gila akunq blokir hapus aplicasi play store layan muas neg,1,4,positive
agr bantu ipn up date contoh org bilang tanah tanah soerga,5,3,positive
lumayan bantu,3,4,positive
good job,5,5,positive
hengingink kring,1,0,neutral
sosial tambah relasi dunia kerja ilmu softskill,5,17,positive
ada neg,5,4,positive
keren bro,5,0,neutral
gabung,4,-5,negative
konvesional good,5,5,positive
tambah wawasankeuangan dai,3,3,positive
sip yea,5,0,neutral
kenal dunia bisnis kembang peluang coba gabung,5,7,positive
si momtok,5,0,neutral
jty ftv ffff fgfgg ytt ttt,5,0,neutral
bisa neg baru,1,0,neutral
good linked aplication,5,5,positive
alam bidang landscape design interior eksterior vertical artisan,5,2,positive
bnyk tmn pnglm brtmbh bnyk,5,0,neutral
terima kasi,3,-1,negative
cakepp,5,0,neutral
dl,2,0,neutral
canggih,5,0,neutral
,5,0,neutral
simpntok,5,0,neutral
experience had workmust by responsible all monitoring regard on the projects and programs planning start and untill finished projects,5,0,neutral
buruk,3,-5,negative
luas calon kerja,5,5,positive
mantapz,5,0,neutral
terima temu hebat,5,4,positive
user friendly and good performance,5,5,positive
share informasi perihal kerja,4,4,positive
coba,2,2,positive
ketemu teman danjuga boss ucap selamat,4,4,positive
hubung teman batas neg dalam negeri negeri,5,1,positive
bagussss buuuannngeeet,4,0,neutral
good job,5,5,positive
long,3,0,neutral
non aktifknmhn aktifkn kmbli,5,0,neutral
mantap,5,5,positive
layan pakai neg aktive,5,2,positive
bantu cari kerja,5,2,positive
mantap,5,5,positive
,3,0,neutral
mmm a z w a q cofo,1,0,neutral
free member,5,3,positive
exited,4,0,neutral
simple cepat,4,6,positive
,1,0,neutral
trying keep up,4,0,neutral
bagus mudah lamar kerja panggil kerja sekali panggil interview harua beli tiket traveloka tipu,2,9,positive
keren manfaat,5,5,positive
bisa neg diupdate terang nonaktif,1,2,positive
maaf cuman doang,2,3,positive
mantav,5,0,neutral
exvellence,5,0,neutral
mksh manfaat,5,7,positive
coba,5,2,positive
tarik,5,2,positive
baguss,4,0,neutral
semangattt,4,0,neutral
jelas neg masrakat desa butuh neg kau bikin full simpan hpku sj kau butuh cuman game,1,-10,negative
entar bagus bintang,3,2,positive
pake panggil interviw,1,-1,negative
biar bahagia,5,5,positive
aman,5,0,neutral
cepat sambung walupun jam sibuk,5,4,positive
,5,0,neutral
alam da penuh prihatin tp syukur,5,9,positive
buruk ad neg,1,-5,negative
tq,5,4,positive
ekstraordinary,5,0,neutral
mantul bro,5,0,neutral
amplikasi good,5,5,positive
terima bantu cari kerja lamar linkedln tanggung neg merespon lamar lamar kirim modus tipu mohon linkedln ketat lamar lamar kerja kirim tanggung neg balas lamar modus terima kerja kedok tipu waspada hati hati lamar makasih,1,18,positive
ok masuk,5,1,positive
senang kenal byk org relasi lbj luas,5,14,positive
hubung krja lbih erat,5,1,positive
cari lowong kerja,4,-1,negative
,5,0,neutral
v good,5,5,positive
hastina,5,0,neutral
nonaktif pernah neg langgar atur,1,4,positive
sang t bantu info kerja teman,5,2,positive
keren bantu shearing layan informasi,2,7,positive
entrepreneur,5,0,neutral
,4,0,neutral
guna bangun relasi cari referensi kerja,5,3,positive
masuk gambar lampu lintas kapok gua deftar kerjaanya,1,-3,negative
lowong tawar tp pindah ngak ngaruh cv linkid depa tinggal share,2,-2,negative
teman responden,3,0,neutral
linked sedia neg info lowong kerja linked banyak sedia info jual iklan produk usah atur aflikasi rumit ribet praktis neg simpel neg banyak neg atur,1,11,positive
fungsional,5,0,neutral
as usual,5,0,neutral
linkin ok,5,4,positive
good account can help increase business,4,7,positive
full mantap,5,5,positive
nice,5,4,positive
pt hasta prima industri qc passes ptcitra solsindo lestari baq cutting pthoco asia industri operator produksi,5,8,positive
bantu cari kerja,4,2,positive
moga alternatif,5,1,positive
harap mohon bantu butuh pertolongaminamin raabal alamin,5,3,positive
bantu kembang karier,5,6,positive
kelola koperasi th,3,0,neutral
kaya error gitu update mohon bantu,4,2,positive
manfaat mudah,5,9,positive
top dah,4,2,positive
hmo,4,0,neutral
tipu,1,0,neutral
pt pakoakuina pt lavida herculon,4,0,neutral
pasang manfaat,4,9,positive
bom tau kegunaanya,2,-3,negative
sempit jaring fasilitas tawar kerja,1,-1,negative
jos gondos,5,0,neutral
sya lihat tipu info lowong kerja dar saran depan bantu filter info loker tks,2,4,positive
good application,5,5,positive
lumayan biar jenuh neg tau dunia,3,-1,negative
bantu,4,3,positive
sangatt bagusss,5,0,neutral
oke mantap,5,7,positive
god,5,0,neutral
bajak sayatlg alih,4,-4,negative
mantul abis,5,1,positive
teman baikjgn cari musuh,4,-7,negative
nilai tinggikarena coba,3,7,positive
,4,0,neutral
manis cinta,1,8,positive
maju trus,4,0,neutral
simple relevan,5,3,positive
mudah cari loker,5,1,positive
sebagaijurumasak driver,4,0,neutral
quick easy,5,0,neutral
cari peluang,4,-3,negative
good and clear,5,5,positive
bantu cari teman bisnis,5,3,positive
usaha skala tawar lowong kerja iming gaji syarat lamar setor uang bayar bentuk syarat setor uang apa bentuk usaha fiktif tipu waspada jahat mana modus beda,3,0,neutral
informasi lowong kerja rentang usaha update jangkau negara,5,5,positive
newbi,4,0,neutral
mantap aplikasunya,4,5,positive
bantu skli,5,3,positive
terimakasih,5,5,positive
wastap,3,0,neutral
mudah mudah mantap,5,13,positive
moga layan,5,3,positive
ok bagus,5,6,positive
good aplication more connection,5,5,positive
puny bumi belah,5,-5,negative
mantul,4,0,neutral
aka akara tialara,5,0,neutral
qp pelamin pos adfghjkllxcvbb,1,4,positive
bagus maju,5,2,positive
see dee,5,0,neutral
key,5,0,neutral
sanggat membantutp tolong unsur tipu harap biar mantaaap,5,7,positive
bagus,4,2,positive
good experience with related the jobs,4,5,positive
ok,5,4,positive
update informasi,5,2,positive
please reopen my account,3,-3,negative
nice apps very usefull,5,4,positive
terupdate tru,4,0,neutral
likethis,5,0,neutral
batu rekomendasi peluang kerja mantab,5,4,positive
yoi,5,0,neutral
ckp bantu modu tipu atas nama usaha mungut biaya kunjung neg respon lamar kerja setor uang nama usaha browsing pum alamat ada neg valit neg daftar ijin usaha hati hati tipu atas nama usaha beeskala mungut uang lamar kerja,2,13,positive
ajar,1,1,positive
yess okey skali,5,0,neutral
kondisi atur,5,4,positive
dlm bangun jaring relasi,4,6,positive
akuadalah,5,0,neutral
jhajal,5,0,neutral
lh,3,0,neutral
simple useful and easy for building trust,5,3,positive
oookee siiip,5,0,neutral
linkin mebgupdate informasi baru sahabat linkin manfaat bangun hubung relasi teman,3,15,positive
,4,0,neutral
very good aplication,5,5,positive
ok txs,5,4,positive
google,3,0,neutral
appyg bagus,5,2,positive
alam butuh ilmu info komplit,5,-2,negative
,5,0,neutral
bagus ngirim lamar ada neg panggil interview,2,5,positive
linked baiktp diposting dr situs webbisa verifikasi,4,0,neutral
kl,1,0,neutral
uji,4,1,positive
lebih baik better,5,6,positive
gif keyboard,5,0,neutral
patnam,5,0,neutral
ta bari bilang yoba,5,-3,negative
bagus tambah teman bangun jaring dunia kerja manfaat bantu individu cari kerja,5,18,positive
make my life conect wide with profesional people,5,-2,negative
mantao,5,0,neutral
kontol,5,-5,negative
baikkkk,3,0,neutral
moga depan bantu banyak neg iklan iklan terimakasih,4,12,positive
ok sip,4,4,positive
sgt,4,0,neutral
bagus aq tambahin,1,2,positive
mantap jiwa,5,5,positive
mlim batre kk lowmmi,2,0,neutral
avjaksis,3,0,neutral
google manfaat milik mudah publik alamat rumah kantor promosi usaha,5,14,positive
ajar,5,1,positive
me v,3,0,neutral
,3,0,neutral
gdjob,5,0,neutral
lowong kerja bagus satu usaha tanggap lamar kerja,4,13,positive
terima,5,2,positive
bagus bantu informasi,5,7,positive
development manager,4,0,neutral
i like this aplication,5,0,neutral
bagus cepat ulas publik berita postingan,5,1,positive
mohon bantu loker sesuai jurus,5,8,positive
informasi kerja baru,5,4,positive
sempat kpd cari kerja,5,-1,negative
nggak nggak gedegede repot nafas bola g g kemarin,3,-3,negative
bisa neg baru,3,0,neutral
klo ngelamar limpahin lainaplikasi cacat,1,-5,negative
perlu neg cari kerja buka laman usaha jasa informasi tenaga kerja validitas informasi hoaks data pribadi kirim kemudi salah bertanggungjawab neg infiltrasi penting korban deskripsi lamar sesuai usaha cari tenaga kerja lamar good job,3,19,positive
,2,0,neutral
bantu informasi pekerjaanterima,4,5,positive
bidang cleaning sevise,5,0,neutral
kerja jembatan ujung gading,5,-5,negative
i have been using the i often get a fake job and even i have applied some companies but they give no respond until the applications become expired really disappointed and help nothing better jobstreet and kalibrr that usually notify the applicant whether its rejected or accepted but fine at least responding is helping,1,7,positive
sekretaris,5,0,neutral
bantu informasi jetenga kerja wiraswasta,5,7,positive
manteb,5,0,neutral
opesional,5,0,neutral
mudahmudahan canggih bagus,5,2,positive
coba moga manfaat,4,8,positive
nice apps for businessman,5,4,positive
derita,5,-5,negative
ok,4,4,positive
sangatt bantu info lamar bumn akhirny cobaa alhamdulillah rezeki terima kerja bumn,4,12,positive
staff hrd,5,0,neutral
why not can my open this,1,-5,negative
keren,1,0,neutral
okk,2,0,neutral
kembang tanah kapling,2,3,positive
goid,3,0,neutral
salam kenal,4,3,positive
i love,5,5,positive
lanjut,3,2,positive
terinakasih,5,0,neutral
loker tipu pake travel,1,0,neutral
bisa neg akses info non aktif tlong konfirmasi,3,4,positive
jujur kerja tawar ribet usaha palsu letak bekas ampun cari kerja tipu,1,3,positive
ium,4,0,neutral
spv kansai paint,4,0,neutral
birsa lowong kerja palsu kedok agen consultimg,4,-1,negative
atagommo,1,0,neutral
tambah wawas prosfek karir wira usaha,5,4,positive
manrap,5,0,neutral
optimal,3,0,neutral
coba,3,2,positive
masukerror neg,5,0,neutral
,1,0,neutral
jujur,3,4,positive
manfaat,5,5,positive
rindu kerja,2,4,positive
maicin,5,0,neutral
v v,3,0,neutral
erti perban,4,-1,negative
future better more,5,2,positive
krus indo kirim,1,-1,negative
good touch many enterpreneurs businessman and professionals from allover tje world,5,5,positive
ok bagus,4,6,positive
henti,1,-4,negative
gabung,2,-5,negative
thief thx,1,0,neutral
qqn wkka cat kangen pantai pagatan,1,4,positive
ok up date info,4,1,positive
bisa neg sandi salah sandi tolong bantu,2,2,positive
informasi lowong kerja tipu surat panggil palsu untung slalu cek asli email surat panggil asli palsu usaha asli sampai neg tipu hatihati jgn cepat giur lowong kerja tawar mending cari informasi lowong kerja asli usaha asliy,1,17,positive
banyk informasi kerja,5,4,positive
canceling but my saldo keep lost,5,-1,negative
bantu kembang jawat dang kembang tahu,5,13,positive
batu tongong banyakin cabang usah neg ribetcontoh cari kerja lamar kerja lamar kerja emang gitu mendi usah neg share loker oke,5,-6,negative
peristiea,5,0,neutral
maaf,1,2,positive
bisa neg aplod taekk,5,0,neutral
good good good good,5,20,positive
ok bagus bantu peluang cari kerja,5,8,positive
bantu cari relasi,5,3,positive
sabar rendah hati penuh semangat raih sukses,5,11,positive
smga cepat kerja,5,6,positive
make me always remember all my friends at each project,5,3,positive
blum tau,5,-4,negative
okok,5,0,neutral
pt asmo indonesia pt kartika alhajjar pt sarana media seluler pt semesta nustradestrindo,5,0,neutral
ngk buka aplikasiny,1,3,positive
email daftarin pas baru egk masuk,1,0,neutral
ngak guna,1,1,positive
alhamdulillah bantu thanks,5,11,positive
a,5,0,neutral
suka,5,3,positive
mudah hubung orangorang sukses bidang masingmasing,4,8,positive
suka,5,3,positive
tolong saring lowong kerja temu x lowong bodong nipu untung kejadia kasihan pasti,3,17,positive
semangat juang,1,7,positive
ribet,3,-4,negative
klo bantu kerja,3,5,positive
blum dpt kerja,3,2,positive
manfaat,5,5,positive
okay,5,4,positive
linkeid gateli cuk akunq masuk ndak layan muas neg lembiru plastore,1,1,positive
nonaktif,1,0,neutral
moga manfaat untk lanjut informasi,3,10,positive
mayan,5,0,neutral
its very useful,5,0,neutral
law bagus bintang,4,2,positive
comen,5,0,neutral
mudah cari infomasi,4,1,positive
goodbye,5,-3,negative
ajar,4,1,positive
moga batu kerja singapore,5,5,positive
ok,1,4,positive
tipu loker gudang garam garuda peni linkedln tipu,1,0,neutral
bagus sasar,5,2,positive
good and suitable for employees who are looking for the best work,5,5,positive
tinggal tanggerang cimone legok karawaci kp melayu,5,1,positive
the best,5,0,neutral
bantu job,4,3,positive
gw instal neg instal sndiri ud apus msih ttep ad aneh,1,4,positive
harap gabung konektivitas masyrakat dunia,5,-1,negative
dukung,5,4,positive
ijolajolimut bugis,5,0,neutral
coba,4,2,positive
berbahayaterlalu jembatan rantai tipu kedok lowong pekerjaantutup lapor,1,-5,negative
guna,4,1,positive
info percaya realita,5,-1,negative
peluang karir,5,0,neutral
sukses linkedlnnl,5,3,positive
sip,5,0,neutral
bagus batu,5,4,positive
pagi trimksih hadir smoga manfaat sallaam,5,8,positive
bagus aplikasi,5,-2,negative
komunikasi kawankawan profesional profesi,4,2,positive
great,5,3,positive
mudah cari loker teman,4,1,positive
non aktif,3,2,positive
yes mungkn,5,3,positive
mantabbb,5,0,neutral
hadir cari teman dahabat hebat alam iptek bagi sama cari tambah sifat manusia terima,5,11,positive
email palsu penipuanuang hilang kerja neg,1,5,positive
keren abissss,5,0,neutral
long life aplications,5,-2,negative
relasi,5,3,positive
jelas neg nonaktif bisa neg masuk jelas neg knpa tolong admin bantu respon proses,1,8,positive
m ag ic,5,0,neutral
muas,5,5,positive
pengoprasiannya,3,0,neutral
on,2,0,neutral
binasa,4,3,positive
moga aplikasi bantu,4,0,neutral
c b i internasional att apm group,5,0,neutral
top bantu usaha,5,9,positive
ajar,1,1,positive
bagus,5,2,positive
bantu bagi ilmu alam,5,11,positive
aplikasi bagus sayang bisa neg ngepost,3,1,positive
bantu teman n bisnis,5,6,positive
bantu bangun jaring,4,6,positive
baik,5,3,positive
tingkat jaring teman,5,4,positive
lumayan,3,1,positive
good apps bantu jobless cat kerja,5,10,positive
pakai,3,0,neutral
mebantu,2,0,neutral
mantaaaapp bagus bangun jaring professional,5,5,positive
gg update ketik huruf langsung menu,1,3,positive
cari kerja,2,-1,negative
bisa neg buka uda masukin email sandi bilang tolong cek,1,2,positive
mutu neg install baharu modal admin tau kurang aplikasi,1,-6,negative
mantap,5,5,positive
sip,4,0,neutral
,3,0,neutral
mohon maaf rate nyaa nonaktif,1,4,positive
tul,5,0,neutral
perferct,5,0,neutral
gooooooooood,5,0,neutral
cari kerja professional,4,-1,negative
manfaat hasil,5,8,positive
my name sarif hidayat i am year old and i am available be a driver or private driver for expat,5,0,neutral
bantu,5,3,positive
,5,0,neutral
sya suka,4,3,positive
bagus temu hebat info lowong kerja,5,3,positive
i v,3,0,neutral
,1,0,neutral
kox bisa neg masuk yh email bisa neg masuk salah paswort bener masuk fb bisa neg gmn apl,1,-10,negative
,1,0,neutral
bagus kaya sosmed,4,4,positive
wonderful,5,0,neutral
lengkap informasi,5,4,positive
,5,0,neutral
pmbangunan mushola,1,0,neutral
ratna tarna,5,2,positive
execellent,5,0,neutral
moga thanks linkedln,1,4,positive
yamantap,5,0,neutral
lowong lowong buka website kadang situ alhasil bisa neg ngelamar isi resume tp bisa neg ngelamar lgsg,3,8,positive
perfect,5,0,neutral
thanks for you my google chrome apply android baru ok google play story sestem android one kn apply haru android ok,5,11,positive
bgitu hp bsk hubung kmana,4,1,positive
recommended jalin relationship carier friendship batas neg,5,-3,negative
bantu dgn info loker butuh,5,-5,negative
terima manfaat,5,7,positive
mantap,5,5,positive
mmmwmwkw,5,0,neutral
instal hp ingin neg kena,1,-3,negative
mantap brother,5,5,positive
tolong menguninstall ganggu rugi segansegan neg perkara ranah hukum terima mohon responnya,1,-3,negative
ribet alih web langsung neg web pribadi gitu kecewa,3,-1,negative
bangus,5,0,neutral
hamid obing,5,0,neutral
bagud,2,0,neutral
email konfirmasi alamat email konfirmasi mohon bantu,2,11,positive
sesui jaman texnologi,4,-2,negative
sngat,5,0,neutral
hebat,5,0,neutral
housekeeping supervisor,5,0,neutral
tp masuk sandi otomatis halaman jadiya gabisa,2,0,neutral
okela,4,0,neutral
bantu,5,3,positive
,4,0,neutral
sip,4,0,neutral
kuak mudah mudah linkedln buka arah simpel milik,4,16,positive
bagus,5,2,positive
mantap bagus,1,7,positive
nyoba,1,0,neutral
komunikasi sahabat info baru job kerja sesuai butuh,5,3,positive
susah verivikasi,5,-3,negative
mantulll,5,0,neutral
sen apelikasinya luas lg biar jangkonya luas wawasanya bayak terima alvin,5,9,positive
bagus neg,1,2,positive
nice aplikas,5,4,positive
god,3,0,neutral
easy connect with amazing people,4,0,neutral
bagus,5,2,positive
suka close sndri,5,1,positive
bagus cepat,5,5,positive
rekomendasi,5,0,neutral
mantap,5,5,positive
hikmah jamela kangen,5,5,positive
cukk,5,0,neutral
this post very importance and nice linkedln,5,4,positive
hubung teman profesi,4,1,positive
mandiri usaha,5,-2,negative
aplikasi bisa neg teman teman tolong usaha id bagus bagus bisnis,1,7,positive
moga bantu cari kerja,5,3,positive
indedned dalam adlah orng orng hebat milik kredit didik bangga ikut milik luas teman banyak tahu ikut smau ad dalam ornag milik wawas laus suka bangga teman terimakasih,5,30,positive
hcker nhur on,5,0,neutral
punya neg uang,5,3,positive
klau manfaat kasih neg bntng,3,7,positive
love it,5,5,positive
ajar aplikasi,1,-3,negative
terimakasih bantu temu bisnis owner,4,13,positive
share youtube,3,0,neutral
ok,5,4,positive
nonaktif minggu iniharus adu bagi tolong tanggap,1,5,positive
sip sip,4,0,neutral
tau fungsi,1,-4,negative
bissmillah,4,0,neutral
dagang lepastu bangkrut,5,-5,negative
dilhatnya simplesaya saya neg modus loga kitera pinjam online,5,-6,negative
butuh bantu,5,-2,negative
gagal,1,-4,negative
top rate,3,5,positive
moga,5,1,positive
jalan jalan,5,0,neutral
more knowlegde about bussines,5,0,neutral
good info,5,2,positive
i dont know about you but i want know you,4,0,neutral
benar neg,5,2,positive
harap bangun karir,4,3,positive
br pake,5,0,neutral
lumayan kreen,4,1,positive
teman jaring teman profesional,4,3,positive
,3,0,neutral
wum,4,0,neutral
lumayan bagus guna perlu,4,6,positive
tolong kembali uang dr kartu kredit mana langgan gratis premium stop ambil rp mana manfaat premiun ada neg impact sayathanja,1,18,positive
good for job opportunities from around the world,4,5,positive
ok,3,4,positive
suka dagang,5,3,positive
sus yanti,5,0,neutral
why i cant found short cut icon my phone,3,-2,negative
tolong linkind mudah nonaktif sistem ubah hp cas masuk lg non aktif kecewa tolong bost teeimkasih,1,5,positive
good luck all injob,5,9,positive
good for your career level and share what youn learn your office,5,5,positive
tukang laspipe fittermechanical,5,-2,negative
bagus neg aplikasi,1,-2,negative
john untung,4,3,positive
bintangx pul,5,0,neutral
najam,4,0,neutral
like,5,0,neutral
bangun konektivitas sharing alam tahu dunia kerja,5,12,positive
sampah,1,-4,negative
muhammad faisal sultan aceh merdeka,5,0,neutral
bagus abal neg abal info,4,-1,negative
hasil,1,3,positive
m,3,0,neutral
cobain,3,0,neutral
thats okey,5,0,neutral
manttap,5,0,neutral
sya,5,0,neutral
top,5,5,positive
jelas neg nyampah email,1,-3,negative
ni bagus tp edan update hr,3,-1,negative
hati hati iklan lowong kerja bohong hati hati tipu,3,5,positive
teman tukar pemgalaman bantu,3,4,positive
amazing,5,0,neutral
suka,4,3,positive
m umjjb,5,0,neutral
sempurna lagimantafff,5,3,positive
good job,1,5,positive
jodoh,5,3,positive
pakai,4,0,neutral
moga beemanfaat,5,1,positive
mantap update,5,5,positive
luas koneksi baik jaring relasi,4,14,positive
nice,4,4,positive
layan buat kolam renang,5,1,positive
nonaktif kemaren nonaktif kecewa,1,0,neutral
ni aneh mudah hack waspada,1,7,positive
tray,4,0,neutral
bantu lumayan,3,4,positive
manfaat neg,1,5,positive
,2,0,neutral
bantu temu kerja,5,7,positive
canggih,5,0,neutral
ganti nama samsung account,3,3,positive
anda bs diunisntal,1,-1,negative
good,5,5,positive
bagus tpi iklan lowong neg kerja,4,4,positive
barang kali operasi bidang lestoran atw catring join sayur negri,5,2,positive
alam,4,2,positive
inlco,5,0,neutral
beguna neg,1,0,neutral
khushukha,5,0,neutral
buka sbg jalan cari alam rintis kerja masa mudah tambah wawassn ilmudan ajar sukses,5,17,positive
tas promosion,1,0,neutral
mantaf bro,5,0,neutral
jual beli rumah tanah gedung kantor sbg agen independent khusus jakarta pusat jakarta selatan jakarta timur depok,4,6,positive
ok mantaaaaaaap,5,4,positive
semenjak instal rajin mandi rajin sholat henti mabok maksiat,5,5,positive
no good,1,5,positive
bagus temu pengaruh positif,4,11,positive
tambah wawas dilinkedln tambah teman,5,6,positive
sucesfull,5,0,neutral
god jobs,5,0,neutral
nyoba moga cocok,5,5,positive
bisa pengalamam beri neg uangtiap produksi,5,2,positive
verifikasi aman,1,0,neutral
suip,5,0,neutral
exportir produck handicrafts,5,0,neutral
oke,3,2,positive
moga bermamfaat,5,1,positive
tau kerja aktivitas kenal,4,1,positive
coba,2,2,positive
bantu hubung koneksi bisnis,5,9,positive
coba,4,2,positive
boss,3,0,neutral
didownload buka download lg gitu mulu mending didelete,1,7,positive
good pokona mah,5,5,positive
dr,5,0,neutral
maju posisi,5,0,neutral
godd,5,0,neutral
klo bagus ditamba,2,2,positive
,5,0,neutral
bantu,3,3,positive
bagus cari kerja,5,1,positive
dlo klo bagus nti kasi,1,-1,negative
mantuls,5,0,neutral
masuk ribet,2,-7,negative
,3,0,neutral
stlah thung login neg sekali ktmu atas lngsung masuk tawar kerja hihihihii,5,-10,negative
hiho ketuk jeda,1,0,neutral
pake makany,2,0,neutral
mudah lamar kerja,5,6,positive
alam,4,2,positive
bagus,5,2,positive
